Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Project ID,Agency Project ID,Project Name,Project Description,Start Date,Completion Date (B1),Spent Days,Project Status,Planned Project Completion Date (B2),Projected/Actual Project Completion Date (B2),Lifecycle Cost,Schedule Variance (in days),Schedule Variance (%),Schedule Status,Cost Variance ($ M),Financial Status,Cost Variance (%),Planned Cost ($ M),Projected/Actual Cost ($ M),Updated Date,Updated Time,Unique Project ID
007-000000573,1124,7,Department of Defense,DEFENSE CIVILIAN PERSONNEL DATA SYSTEM,2629,P0573-102,DoD Demilitarized Zone Extension,"DMZ extension ensures the DCPDS Operation site enclaves are in compliance with the Internet to NIPRNET DoD DMZ functional requirements standard.  This is a continuation of effort oriented to place priority on the protection of private (i.e., accessible by the NIPRNet only) DoD systems against attacks from the Internet by establishing a DoD DMZ and ensure all Internet-facing servers are protected within either a centralized DoD DMZ or any agency developed DMZ Estension.",2011-11-05T00:00:00Z,2012-09-30T00:00:00Z,329,Completed,2012-10-09T00:00:00Z,2012-10-09T00:00:00Z,1.539,0,0,Balanced schedule,0,Balanced budget,0,0.6,0.6,2011-10-26T00:00:00Z,9:01:27,P0573-102
007-000001191,1126,7,Department of Defense,MEPCOM Integrated Resource System,2728,P1191-106,Technology refresh for FY12,"This effort involves the technology refresh of Electronic Fingerprint Capture Stations, USMIRS HQ and Military Entrance Processing Stations (MEPS) servers, Cisco 6500 network cards and applicant processing work stations.",2011-01-11T00:00:00Z,2012-12-31T00:00:00Z,720,Completed,,,22.5,-60,-14.08,Under schedule,3.462,Excess budget,15.59,22.204,18.742,2012-02-29T00:00:00Z,9:10:31,P1191-106
007-000001191,1126,7,Department of Defense,MEPCOM Integrated Resource System,2729,P1191-107,Technology refresh for FY13,The effort includes technology refresh for Applicant Processing hardware and software during FY13.,2012-09-30T00:00:00Z,2013-07-31T00:00:00Z,304,Completed,,,1.5,0,0,Balanced schedule,0,Balanced budget,0,0.35,0.35,2012-02-29T00:00:00Z,9:10:31,P1191-107
009-000001422,184,9,Department of Health and Human Services,ACF Expanded Federal Parent Locator Service (OCSE),2206,288661,Electronic Document Exchange,"The Electronic Document Exchange project addresses the development of a secure transport mechanism for states to electronically exchange Child Support Enforcement (CSE) documents like Affidavits of Paternity, Birth Certificates and Court Orders.  The project supports the Office of Child Support Enforcement's (OCSE's) vision of developing an integrated technical infrastructure that leverages new technologies and approaches to reduce program cost by improving electronic exchanges. Pilot is expected in 2012.",2010-10-20T00:00:00Z,2012-08-21T00:00:00Z,671,Completed,,,0.441,-10,-1.49,Under schedule,-0.003,Under budget,-0.68,0.441,0.444,2012-07-23T00:00:00Z,9:40:58,288661
009-000001422,184,9,Department of Health and Human Services,ACF Expanded Federal Parent Locator Service (OCSE),2209,288984,E-Employer Search With NDNH,"This project, currently in the planning phase, will enhance the FPLS E-Employer application to provide the capability for authorized state case workers to access employer address information from the National Directory of New Hires (NDNH).  It will include a search by employer name. This project is also dependent on the completion of the NDNH Employer Address to Relational Database Project. The cost, schedule and milestone estimates provided are a rough order of magnitude estimate determined at the post-award Integrated Baseline Review for this contract, and are subject to change.  A detailed project plan, schedule, and cost estimate will be presented to the FPLS Strategic Planning and Oversight Board prior to commencement of these activities, at which point, additional details will be provided here.",2012-04-04T00:00:00Z,2012-10-25T00:00:00Z,204,Completed,,,0.258,0,0,Balanced schedule,-0.001,Under budget,-0.39,0.258,0.259,2012-07-23T00:00:00Z,9:40:58,288984
009-000001422,184,9,Department of Health and Human Services,ACF Expanded Federal Parent Locator Service (OCSE),"2,210",288989,IRG Interface for OCSE Web Redesign,"This project, currently in the planning phase, will modify the IRG data structures to allow citizens easier access to state child support agency contact information from the OCSE website.  The project is dependent on the overall OCSE website redesign project (not part of the FPLS investment), and high level requirements are currently being analyzed.  The cost, schedule and milestone estimates provided are a rough order of magnitude estimate determined at the post-award Integrated Baseline Review for this contract, and are subject to change. A detailed project plan, schedule, and cost estimate will be presented to the FPLS Strategic Planning and Oversight Board prior to commencement of these activities, at which point, additional details will be provided here.",2011-10-10T00:00:00Z,2012-08-16T00:00:00Z,311,Completed,,,0.314,-15,-4.82,Under schedule,-0.027,Under budget,-8.63,0.313,0.34,2012-07-23T00:00:00Z,9:40:58,288989
009-000001422,184,9,Department of Health and Human Services,ACF Expanded Federal Parent Locator Service (OCSE),2211,288990,NDNH Employer Address to Relational Database,"Identify and implement all of the changes necessary to convert the Employer Address File (EAF) from VSAM to a relational database, and to create an employer name look up table.",2011-04-27T00:00:00Z,2012-07-13T00:00:00Z,443,Completed,2012-07-13T00:00:00Z,2012-07-13T00:00:00Z,0.332,-49,-11.06,Under schedule,0.028,Excess budget,8.43,0.332,0.304,2012-07-23T00:00:00Z,9:40:58,288990
009-000001422,184,9,Department of Health and Human Services,ACF Expanded Federal Parent Locator Service (OCSE),2213,289318,MICRS Release 12.01,"Implement enhancements to the Management Information Central Repository System (MICRS), including:- Retirement and replacement of the legacy database- Capture and report additional Insurance Match data- Redesign of MICRS Federal Case Registry (FCR) reports- Enhancements to the Research System.",2011-08-22T00:00:00Z,2012-02-27T00:00:00Z,189,Completed,2012-02-27T00:00:00Z,2012-02-03T00:00:00Z,0.301,-4,-2.12,Under schedule,-0.001,Under budget,-0.33,0.3,0.301,2012-05-22T00:00:00Z,8:09:34,289318
009-000001422,184,9,Department of Health and Human Services,ACF Expanded Federal Parent Locator Service (OCSE),2214,289341,Move NDNH to Relational Database,"This project, currently in the planning phase, will migrate the NDNH data to a relational database to enhance data quality and response time for real-time access to the data by authorized users. Planned installation is scheduled for January 2013. The cost, schedule and milestone estimates provided are a rough order of magnitude estimate determined at the post-award Integrated Baseline Review for this contract, and are subject to change. A detailed project plan, schedule, and cost estimate will be presented to the FPLS Strategic Planning and Oversight Board prior to commencement of these activities, at which point, additional details will be provided here.",2011-10-28T00:00:00Z,2013-03-26T00:00:00Z,515,Completed,,,0.499,0,0,Balanced schedule,-0.123,Under budget,-24.65,0.499,0.622,2012-07-23T00:00:00Z,9:40:58,289341
009-000001462,186,9,Department of Health and Human Services,ACF GrantSolutions.gov / Grants Administration Tracking Evaluation System (GATES) - Grants Center of Excellence,2021,289812,Mandatory Capabilities,Implement the handling of non-discretionary entitlement grant processing Implement the handling of non-discretionary formula allocation.,2011-01-10T00:00:00Z,2013-09-30T00:00:00Z,993,Completed,,,2.538,0,0,Balanced schedule,0.025,Excess budget,1,2.505,2.48,2012-07-23T00:00:00Z,9:40:58,289812
009-000001386,257,9,Department of Health and Human Services,CDC OID NCIRD Vaccine Tracking System (VTrckS),2012,284252,VTrckS - Release 2,Improve the user experience by reducing the number of order screens and clicks; provide a more robust reporting capability; and strengthen internal controls.,2011-06-13T00:00:00Z,2012-03-31T00:00:00Z,292,Completed,2012-03-31T00:00:00Z,2012-03-31T00:00:00Z,6.05,0,0,Balanced schedule,0.136,Excess budget,2.25,6.05,5.914,2012-06-28T00:00:00Z,7:58:56,284252
009-000001386,257,9,Department of Health and Human Services,CDC OID NCIRD Vaccine Tracking System (VTrckS),2013,285181,VTrckS - Functional Deployments,Rollout of the Spend Plan functionality as well as the vaccine ordering/management  functionality to the non-pilot grantees.,2012-01-03T00:00:00Z,2013-06-30T00:00:00Z,543,Completed,,,9.199,0,0,Balanced schedule,2.362,Excess budget,25.68,9.199,6.837,2012-07-23T00:00:00Z,9:40:56,285181
009-000001384,260,9,Department of Health and Human Services,CDC National Select Agent Registry (NSAR),2010,283432,NSAR - Release 6.0,"National Select Agent Registry (NSAR) Modernization 6.0 Project will improve the stability, availability, and reliability of the current NSAR system and encompasses the following components: Technology Hardware Refresh Migrate Existing Software to Current Version Relocate Infrastructure to New Location Enable External Portal - Public Law 107-188 Smart Card Reader Accessibility - HHS Smart Card Initiative Relocate Disaster Recovery Site to New Location.",2011-01-04T00:00:00Z,2012-08-17T00:00:00Z,590,Completed,,,3.905,-14,-2.78,Under schedule,-0.616,Under budget,-15.77,3.905,4.521,2012-07-23T00:00:00Z,9:40:55,283432
009-000001372,261,9,Department of Health and Human Services,CDC PHIN: BioSense,2004,283123,BioSense - Redesign,"The purpose of the BioSense Redesign project is to establish a new technical and programmatic environment for the BioSense Program. Activities include collection of new information on end-user requirements and comparison with other existing syndromic surveillance systems that could be adapted to produce standardized system requirements and program design concepts for revisions to the BioSense Program. This will include gathering end-user requirements through formal and informal communication, utilizing unstructured data to gather information on other syndromic surveillance systems and system needs, developing an Operational Plan, and reviewing/revising the existing Strategic Plan to reflect changes in the BioSense Program. It will also require establishing a TEP, which will provide input and advice on the development of the new BioSense Program. It will further require producing standardized system requirements for program design concepts and prototypes, which can be developed using open-source/open-access tools. Program design concepts and prototypes will be reviewed and evaluated internally and by an external group of end users. The final selected program design concept/ prototype will include specification, security requirements, proposed program development, testing and evaluation, and documentation. Management support will include the following:- updating the existing BioSense Strategic Plan;- assessing the risks inherent in this plan (already commenced, but assessment of the risks will be ongoing throughout the project);- producing and actively maintaining a Risk Mitigation Plan for the BioSense Program;- providing project support and administration.",2010-07-06T00:00:00Z,2013-06-30T00:00:00Z,1090,Completed,,,13.206,0,0,Balanced schedule,-0.473,Under budget,-3.58,13.204,13.677,2012-07-23T00:00:00Z,9:40:55,283123
